,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
983,Jeddah,   حي المحمدية ,West,350,0,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
984,Jeddah,   حي الخالدية ,East,600,0,5,5,5,1,1,1,1,0,1,1,1,1,1,0,1,1,0,350000
985,Jeddah,   حي الروضة ,North,300,3,4,4,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,145000
986,Jeddah,   حي الروضة ,Southeast,350,5,3,4,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,130000
987,Jeddah,   حي النعيم ,East,375,7,5,5,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,90000
988,Jeddah,   حي الروضة ,Southeast,400,3,6,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,120000
989,Jeddah,   حي النعيم ,East,480,7,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000
990,Jeddah,   حي طيبة ,West,645,0,5,5,4,1,1,1,1,0,0,1,0,1,0,0,1,1,0,180000
991,Jeddah,   حي الفلاح ,West,312,5,7,5,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,60000
992,Jeddah,   حي الخالدية ,West,750,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,150000
993,Jeddah,   حي البساتين ,East,300,7,3,4,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,115000
994,Jeddah,   حي الشاطئ ,North,250,0,3,3,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,100000
995,Jeddah,   حي الشاطئ ,Northwest,650,9,5,5,5,1,1,1,1,0,1,1,1,1,0,0,1,1,1,320000
996,Jeddah,   حي الشاطئ ,South,400,7,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000
997,Jeddah,   حي الشاطئ ,Southwest,95000,0,3,3,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,95000
998,Jeddah,   حي الشاطئ ,East,550,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,180000
999,Jeddah,   حي الشاطئ ,Northeast,600,0,4,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,195000
1000,Jeddah,   حي النهضة ,East,320,10,4,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
1001,Jeddah,   حي البساتين ,West,330,7,5,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000
1002,Jeddah,   حي الربوة ,Northeast,790,21,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,160000
1003,Jeddah,   حي النهضة ,West,450,3,5,5,4,0,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
1004,Jeddah,   حي النعيم ,West,300,3,3,5,4,1,1,1,1,0,1,1,1,0,1,1,1,0,0,120000
1005,Jeddah,   حي النعيم ,South,450,2,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,0,175000
1006,Jeddah,   حي المحمدية ,West,330,0,5,5,3,1,0,1,1,0,1,1,0,1,0,1,1,0,0,100000
1007,Jeddah,   حي المحمدية ,North,500,6,4,4,4,1,1,1,1,0,1,1,1,1,0,0,1,1,1,135000
1008,Jeddah,   حي المحمدية ,East,300,5,3,4,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,115000
1009,Jeddah,   حي النهضة ,North,360,8,4,5,2,1,1,1,1,0,1,1,1,0,0,1,1,0,0,60000
1010,Jeddah,   حي الشاطئ ,West,280,5,4,5,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,180000
1011,Jeddah,   حي الزهراء ,South,400,6,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
1012,Jeddah,   حي الزهراء ,North,350,6,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000
1013,Jeddah,   حي الياقوت ,West,280,5,3,5,3,1,1,1,1,0,1,0,1,1,0,1,1,0,0,50000
1014,Jeddah,   حي النعيم ,East,300,9,3,4,4,1,0,1,1,0,1,1,0,0,0,1,1,0,0,85000
1015,Jeddah,   حي النعيم ,West,375,9,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
1016,Jeddah,   حي الروضة ,Northeast,220,10,4,3,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,45000
1017,Jeddah,   حي الشاطئ ,South,700,15,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,0,250000
1018,Jeddah,   حي المحمدية ,Southwest,550,9,5,4,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,135000
1019,Jeddah,   حي الزهراء ,West,400,6,7,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,160000
1020,Jeddah,   حي البساتين ,South,300,8,3,3,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,85000
1021,Jeddah,   حي الصالحية ,South,400,3,5,5,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,80000
1022,Jeddah,   حي النعيم ,South,560,0,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,1,0,180000
1023,Jeddah,   حي المحمدية ,West,350,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,110000
1024,Jeddah,   حي النعيم ,West,375,7,4,5,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,100000
1025,Jeddah,   حي الخالدية ,North,250,5,3,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,90000
1026,Jeddah,   حي طيبة ,North,600,8,6,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,85000
1027,Jeddah,   حي المحمدية ,West,450,5,5,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,140000
1028,Jeddah,   حي المنتزه ,North,500,0,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,140000
1029,Jeddah,   حي ابحر الشمالية ,North,185,0,3,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,60000
1030,Jeddah,   حي الروضة ,South,500,10,5,5,4,1,1,1,1,0,1,0,1,1,0,0,1,0,0,250000
1031,Jeddah,   حي الروضة ,Northeast,300,2,6,5,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,110000
1032,Jeddah,   حي الشاطئ ,West,250,6,6,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,0,150000
1033,Jeddah,   حي المحمدية ,South,360,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,110000
1034,Jeddah,   حي الياقوت ,West,230,0,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
1035,Jeddah,   حي الصالحية ,Northwest,300,0,5,3,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,40000
1036,Jeddah,   حي المحمدية ,West,250,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
1037,Jeddah,   حي الصفا ,North,450,18,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000
1038,Jeddah,   حي الشاطئ ,South,600,17,5,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
1039,Jeddah,   حي المحمدية ,North,300,4,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,150000
1040,Jeddah,   حي ابحر الشمالية ,West,375,5,6,5,4,1,1,1,1,0,1,1,1,1,0,0,1,1,0,180000
1041,Jeddah,   حي الصفا ,East,1200,12,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,200000
1042,Jeddah,   حي الشاطئ ,West,600,10,7,5,5,1,1,1,1,1,1,1,0,1,1,1,1,0,0,150000
1043,Jeddah,   حي البساتين ,East,375,6,6,4,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,120000
1044,Jeddah,   حي ابحر الشمالية ,North,250,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
1045,Jeddah,   حي الربوة ,North,1000,14,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,100000
1046,Jeddah,   حي الرياض ,South,200,0,5,3,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,35000
1047,Jeddah,   حي الصوارى ,West,250,2,5,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,50000
1048,Jeddah,   حي الياقوت ,East,312,2,7,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,70000
1049,Jeddah,   حي النهضة ,North,1042,0,7,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,140000
1050,Jeddah,   حي ابحر الجنوبية ,West,350,2,5,5,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120000
1051,Jeddah,   حي المرجان ,North,240,4,4,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,150000
1052,Jeddah,   حي الشاطئ ,Three Streets,300,4,3,3,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,180000
1053,Jeddah,   حي الزمرد ,North,1350,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,200000
1054,Jeddah,   حي الزمرد ,North,400,8,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,200000
1055,Jeddah,   حي الروضة ,North,280,10,5,5,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,100000
1056,Jeddah,   حي البساتين ,West,750,13,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
1057,Jeddah,   حي طيبة ,East,400,3,5,3,2,0,1,1,1,0,0,1,1,1,0,1,1,0,0,50000
1058,Jeddah,   حي المحمدية ,North,356,10,5,5,3,1,1,1,1,0,1,1,1,0,0,0,1,0,0,125000
1059,Jeddah,   حي الصفا ,South,300,0,7,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,45000
1060,Jeddah,   حي الرحمانية ,West,300,0,5,5,3,1,1,1,0,0,0,1,0,1,0,0,1,1,0,65000
1061,Jeddah,   حي السامر ,North,400,0,7,4,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,70000
1062,Jeddah,   حي النعيم ,North,350,7,5,4,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
1063,Jeddah,   حي الزهراء ,South,375,5,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,170000
1064,Jeddah,   حي الياقوت ,East,400,2,5,5,4,1,1,1,0,0,1,1,1,1,0,1,1,0,0,65000
1065,Jeddah,   حي الصالحية ,West,330,0,5,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,36000
1066,Jeddah,   حي الزمرد ,West,125,0,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,100000
1067,Jeddah,   حي الاندلس ,West,514,15,7,4,5,1,1,1,1,0,0,0,0,1,0,0,1,0,0,180000
1068,Jeddah,   حي الرياض ,South,492,5,5,5,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,55000
1069,Jeddah,   حي السلامة ,Northeast,211,0,3,3,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,135000
1070,Jeddah,   حي المحمدية ,West,640,5,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,370000
1071,Jeddah,   حي ابحر الشمالية ,West,300,3,4,4,3,1,1,0,1,0,0,1,1,1,0,1,1,0,0,180000
1072,Jeddah,   حي ابحر الجنوبية ,Four Streets,440,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,175000
1073,Jeddah,   حي الشاطئ ,South,380,8,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,100000
1074,Jeddah,   حي ابحر الجنوبية ,South,160,5,3,4,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,95000
1075,Jeddah,   حي ام حبلين ,South,220,0,6,4,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,35000
1076,Jeddah,   حي الصالحية ,North,430,0,6,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,60000
1077,Jeddah,   حي الرحاب ,Three Streets,587,11,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,130000
1078,Jeddah,   حي الزمرد ,East,280,0,6,4,3,1,1,0,1,1,1,1,0,1,0,1,1,0,1,50000
1079,Jeddah,   حي الصوارى ,North,350,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,95000
1080,Jeddah,   حي المحمدية ,Northwest,370,15,3,4,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,120000
1081,Jeddah,   حي الخالدية ,West,750,25,5,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,190000
1082,Jeddah,   حي المروة ,North,512,8,5,5,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,50000
1083,Jeddah,   حي الزمرد ,South,1200,7,6,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,350000
1084,Jeddah,   حي طيبة ,West,313,2,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,65000
1085,Jeddah,   حي الشاطئ ,North,300,8,5,5,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,150000
1086,Jeddah,   حي المرجان ,West,330,4,4,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,120000
1087,Jeddah,   حي النعيم ,North,300,12,5,4,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,75000
1088,Jeddah,   حي الصوارى ,East,550,0,7,5,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,115000
1089,Jeddah,   حي المروة ,East,400,9,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,50000
1090,Jeddah,   حي المحمدية ,West,300,9,6,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000
1091,Jeddah,   حي البساتين ,South,300,8,4,5,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,85000
1092,Jeddah,   حي الشاطئ ,West,450,6,4,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
1093,Jeddah,   حي المحمدية ,East,320,4,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
1094,Jeddah,   حي الزهراء ,North,400,8,6,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
1095,Jeddah,   حي النعيم ,South,360,7,4,4,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,70000
1096,Jeddah,   حي الروضة ,South,300,4,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,85000
1097,Jeddah,   حي الخالدية ,North,360,5,5,5,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,120000
1098,Jeddah,   حي ابحر الجنوبية ,North,250,9,6,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,55000
1099,Jeddah,   حي الحمراء ,East,300,6,5,3,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,150000
1101,Jeddah,   حي مشرفة ,Southeast,437,36,7,5,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,75000
1102,Jeddah,   حي المحمدية ,East,300,3,4,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,120000
1103,Jeddah,   حي النعيم ,West,325,8,5,5,3,0,1,1,1,0,0,1,1,1,0,1,1,0,0,100000
1104,Jeddah,   حي الشاطئ ,West,400,0,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,1,0,250000
1105,Jeddah,   حي الزهراء ,South,350,5,5,3,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,160000
1106,Jeddah,   حي المحمدية ,South,300,13,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000
1107,Jeddah,   حي السلامة ,North,350,11,6,5,3,1,1,0,0,0,1,0,0,0,1,1,1,0,0,80000
1108,Jeddah,   حي الرحمانية ,West,300,0,5,5,2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,72000
1109,Jeddah,   حي الروضة ,Northeast,350,0,7,5,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,110000
1110,Jeddah,   حي البساتين ,South,375,7,6,3,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,110000
1111,Jeddah,   حي النعيم ,North,180,9,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,60000
1112,Jeddah,   حي المحمدية ,West,350,0,7,2,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
1113,Jeddah,   حي البساتين ,West,750,17,5,5,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,150000
1114,Jeddah,   حي الصالحية ,West,450,0,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,46000
1115,Jeddah,   حي المحمدية ,East,300,11,5,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,95000
1116,Jeddah,   حي الروضة ,Three Streets,500,23,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,700000
1117,Jeddah,   حي الصالحية ,North,320,4,7,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,55000
1118,Jeddah,   حي الصالحية ,South,300,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,60000
1119,Jeddah,   حي المحمدية ,South,350,13,3,5,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,75000
1120,Jeddah,   حي الفيصلية ,Northeast,155,4,5,5,3,1,1,1,1,0,0,1,0,0,0,1,1,1,0,70000
1121,Jeddah,   حي الاجاويد ,Northwest,300,6,7,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60000
1122,Jeddah,   حي الصوارى ,South,290,0,5,5,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0,65000
1123,Jeddah,   حي الياقوت ,West,262,2,6,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,60000
1124,Jeddah,   حي الصوارى ,West,200,7,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
1125,Jeddah,   حي الزمرد ,North,600,4,5,4,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,45000
1126,Jeddah,   حي السلامة ,South,1,5,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,145000
1127,Jeddah,   حي ابحر الشمالية ,East,200,12,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,140000
1128,Jeddah,   حي الكوثر ,South,300,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,48000
1129,Jeddah,   حي الصالحية ,Northwest,303,0,5,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40000
1130,Jeddah,   حي المحمدية ,East,300,9,4,5,3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,90000
1131,Jeddah,   حي البساتين ,Southeast,575,10,6,5,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,170000
1132,Jeddah,   حي الحمراء ,North,400,5,5,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
1133,Jeddah,   حي ابحر الشمالية ,South,300,15,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,59000
1134,Jeddah,   حي الشاطئ ,South,750,20,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,350000
1135,Jeddah,   حي الفردوس ,South,321,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,80000
1136,Jeddah,   حي الحمراء ,Northwest,850,25,7,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
1137,Jeddah,   حي الياقوت ,South,312,0,7,5,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,55000
1138,Jeddah,   حي الفيصلية ,East,660,24,5,5,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,160000
1139,Jeddah,   حي الربوة ,North,375,9,7,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,120000
1140,Jeddah,   حي الامواج ,West,515,0,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,135000
1141,Jeddah,   حي المحمدية ,West,375,14,5,5,5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,90000
1142,Jeddah,   حي الشراع ,West,300,4,6,5,3,1,1,1,0,0,1,1,0,1,0,1,1,1,0,65000
1143,Jeddah,   حي الياقوت ,East,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,60000
1144,Jeddah,   حي الشراع ,West,300,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,75000
1145,Jeddah,   حي الربوة ,South,650,30,7,5,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,50000
1146,Jeddah,   حي المحمدية ,East,300,5,6,4,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000
1147,Jeddah,   حي الصوارى ,East,250,0,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,70000
1148,Jeddah,   حي الرويس ,Three Streets,2500,15,7,3,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,65000
1149,Jeddah,   حي الخالدية ,Three Streets,2700,10,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,450000
1150,Jeddah,   حي ابحر الشمالية ,North,276,0,3,4,2,1,1,0,1,0,1,1,1,0,0,0,1,0,0,66500
1151,Jeddah,   حي الياقوت ,West,310,0,6,4,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,52000
1152,Jeddah,   حي البوادي ,Southwest,608,10,7,5,3,1,0,1,1,0,0,1,1,1,0,0,1,0,1,250000
1153,Jeddah,   حي الياقوت ,North,312,4,5,5,3,1,1,0,1,1,1,0,0,1,0,1,1,1,0,100000
1154,Jeddah,   حي الريان ,East,500,10,5,5,3,1,1,1,0,0,0,1,0,1,1,0,1,0,0,150000
1155,Jeddah,   حي الصالحية ,North,300,0,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50000
1156,Jeddah,   حي المرجان ,West,500,2,7,5,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0,220000
1158,Jeddah,   حي الصوارى ,West,250,4,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,1,65000
1159,Jeddah,   حي البساتين ,North,300,10,5,5,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000
1160,Jeddah,   حي الرحمانية ,West,300,0,7,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,70000
1162,Jeddah,   حي الصفا ,Northwest,892,28,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,170000
1163,Jeddah,   حي الرياض ,South,420,6,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,45000
1164,Jeddah,   حي الزمرد ,South,312,0,5,5,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,60000
1165,Jeddah,   حي الياقوت ,North,220,5,5,5,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,70000
1166,Jeddah,   حي بني مالك ,Three Streets,400,9,7,5,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,60000
1167,Jeddah,   حي طيبة ,North,325,2,5,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,120000
1168,Jeddah,   حي الحمدانية ,Three Streets,300,0,5,5,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1300000
1169,Jeddah,   حي النعيم ,South,600,17,5,4,5,1,1,1,1,0,1,1,1,1,0,0,1,1,0,170000
1171,Jeddah,   حي ابحر الشمالية ,West,310,0,6,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,50000
1172,Jeddah,   حي الشاطئ ,East,350,4,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250000
1173,Jeddah,   حي الياقوت ,East,400,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,65000
1174,Jeddah,   حي الشاطئ ,West,1141,0,5,5,2,1,1,1,1,1,1,0,0,1,0,1,1,1,0,170000
1175,Jeddah,   حي الروضة ,Southeast,600,23,5,5,5,1,0,1,1,0,0,1,0,1,0,0,1,0,0,120000
1176,Jeddah,   حي ابحر الشمالية ,Northwest,312,17,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,65000
1177,Jeddah,   حي الصالحية ,North,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,55000
1178,Jeddah,   حي الزمرد ,East,312,0,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,60000
1179,Jeddah,   حي الفلاح ,South,320,0,6,5,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,65000
1180,Jeddah,   حي المنتزه ,Northeast,450,7,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
1181,Jeddah,   حي الزمرد ,East,290,0,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,70000
1182,Jeddah,   حي الحمدانية ,Northwest,430,0,6,5,3,1,1,1,0,0,1,0,1,1,0,1,1,1,0,80000
1183,Jeddah,   حي الامواج ,West,312,2,6,5,2,0,1,1,1,0,1,1,0,1,0,1,0,1,1,65000
1184,Jeddah,   حي النهضة ,East,500,3,5,5,5,1,1,1,1,0,0,1,0,1,0,1,1,1,0,250000
1185,Jeddah,   حي الشراع ,East,231,0,4,4,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,90000
1186,Jeddah,   حي الربوة ,South,500,27,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000
1187,Jeddah,   حي البساتين ,North,375,10,5,5,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,120000
1188,Jeddah,   حي النعيم ,South,480,6,7,5,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,130000
1189,Jeddah,   حي طيبة ,North,950,4,7,5,4,1,1,1,1,1,0,0,1,1,0,0,1,0,1,95000
1190,Jeddah,   حي الياقوت ,West,312,10,3,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,60000
1191,Jeddah,   حي الاندلس ,Northwest,400,2,7,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,220000
1193,Jeddah,   حي الحمراء ,Southwest,350,10,4,5,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,120000
1194,Jeddah,   حي ابحر الجنوبية ,Southwest,600,6,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,95000
1195,Jeddah,   حي طيبة ,West,312,0,5,5,3,0,1,1,1,0,0,1,0,1,1,0,1,1,0,85000
1196,Jeddah,   حي الورود ,West,250,3,5,4,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,65000
1197,Jeddah,   حي الاندلس ,East,980,31,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,130000
1198,Jeddah,   حي الزمرد ,Three Streets,1600,10,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,80000
1199,Jeddah,   حي الخالدية ,South,435,9,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
1200,Jeddah,   حي الزهراء ,North,300,4,3,5,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,150000
1201,Jeddah,   حي الشاطئ ,Four Streets,180,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000
1203,Jeddah,   حي النهضة ,North,300,4,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
1204,Jeddah,   حي الروضة ,East,500,20,7,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,80000
1205,Jeddah,   حي الحمراء ,West,250,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,80000
1206,Jeddah,   حي الروضة ,North,2500,0,5,5,5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1700000
1207,Jeddah,   حي الصوارى ,West,250,0,7,5,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,65000
1208,Jeddah,   حي البساتين ,North,375,5,4,4,4,1,1,0,0,0,1,1,0,1,0,1,0,0,0,100000
1209,Jeddah,   حي الخالدية ,East,400,11,4,5,4,1,1,1,1,0,0,1,0,1,0,1,1,0,0,150000
1210,Jeddah,   حي النهضة ,North,500,15,7,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,85000
